3891,4303
2952,1209,1
2952,1230,1
2952,1375,1
2952,1466,1
2952,1599,1
2952,1734,1
2952,2050,1
2952,2110,1
2952,2152,1
2952,2284,1
2952,2361,1
2952,2426,1
2952,2500,1
2952,2512,1
2952,2560,1
2952,2606,2
2952,2611,1
2952,2626,1
2952,2659,1
2952,2697,1
2952,2764,1
2952,2767,1
2952,2805,1
2952,2971,1
2952,2973,1
2952,3098,4
2952,3180,1
2952,3193,2
2952,3297,2
2952,3381,1
2952,3504,1
2952,3535,1
2952,3610,2
2952,3666,1
2952,3887,1
2952,3966,1
2952,4030,1
2952,4055,1
2952,4098,1
2953,321,1
2953,849,1
2953,882,3
2953,917,1
2953,1057,1
2953,1112,1
2953,1161,4
2953,1258,2
2953,1466,2
2953,2131,3
2953,2606,3
2953,2745,1
2953,3684,3
2953,3695,2
2953,3800,3
2953,3994,1
2953,4168,1
2954,69,1
2954,142,1
2954,237,1
2954,238,4
2954,255,1
2954,321,1
2954,365,1
2954,455,3
2954,473,1
2954,482,1
2954,1052,3
2954,1199,1
2954,1244,1
2954,1364,1
2954,1385,1
2954,1530,3
2954,1544,1
2954,1696,1
2954,1853,1
2954,1908,1
2954,2111,1
2954,2250,1
2954,2258,1
2954,2831,1
2954,2851,3
2954,2922,1
2954,2984,1
2954,3109,1
2954,3156,1
2954,3159,4
2954,3178,3
2954,3578,1
2954,3662,1
2954,3758,1
2954,4016,1
2954,4060,3
2954,4296,1
2955,2,1
2955,119,1
2955,164,1
2955,185,1
2955,186,4
2955,237,1
2955,251,1
2955,390,1
2955,676,4
2955,743,1
2955,747,1
2955,775,2
2955,780,2
2955,795,2
2955,805,5
2955,857,1
2955,892,1
2955,1016,1
2955,1035,1
2955,1038,1
2955,1187,1
2955,1230,1
2955,1264,2
2955,1466,1
2955,1483,1
2955,1544,2
2955,1561,1
2955,1620,2
2955,1696,1
2955,1771,1
2955,1836,2
2955,1914,2
2955,1963,2
2955,2145,1
2955,2149,1
2955,2209,1
2955,2213,1
2955,2325,1
2955,2347,1
2955,2385,1
2955,2397,1
2955,2427,1
2955,2516,4
2955,2528,1
2955,2560,2
2955,2603,7
2955,2614,1
2955,2628,1
2955,2658,1
2955,2659,1
2955,2683,2
2955,2731,1
2955,2823,5
2955,2851,3
2955,2907,2
2955,3100,1
2955,3110,1
2955,3245,3
2955,3257,3
2955,3446,1
2955,3496,1
2955,3527,1
2955,3625,2
2955,3877,1
2955,3976,1
2955,4106,1
2955,4122,1
2955,4168,1
2955,4179,4
2956,119,1
2956,142,1
2956,237,1
2956,241,1
2956,253,1
2956,274,5
2956,343,1
2956,414,1
2956,419,1
2956,422,2
2956,473,1
2956,558,4
2956,587,9
2956,733,1
2956,751,1
2956,773,1
2956,845,2
2956,866,11
2956,1066,1
2956,1202,1
2956,1232,1
2956,1340,1
2956,1372,4
2956,1462,2
2956,1561,1
2956,1671,1
2956,1710,5
2956,1780,1
2956,1932,1
2956,1977,5
2956,2046,3
2956,2050,1
2956,2054,1
2956,2145,1
2956,2183,1
2956,2184,1
2956,2361,1
2956,2699,4
2956,2723,1
2956,2725,3
2956,2820,1
2956,2851,4
2956,3059,1
2956,3098,8
2956,3180,1
2956,3417,1
2956,3610,1
2956,3866,1
2956,4127,1
2956,4133,2
2956,4205,1
2957,2,1
2957,97,1
2957,119,1
2957,237,1
2957,241,1
2957,343,1
2957,384,2
2957,409,4
2957,446,1
2957,493,3
2957,539,1
2957,551,1
2957,584,4
2957,704,1
2957,761,2
2957,795,4
2957,892,2
2957,1033,2
2957,1134,5
2957,1165,1
2957,1172,1
2957,1187,6
2957,1213,1
2957,1230,1
2957,1232,1
2957,1264,2
2957,1374,4
2957,1461,1
2957,1604,1
2957,1652,1
2957,1725,1
2957,1739,1
2957,1771,1
2957,1836,1
2957,1853,1
2957,1972,1
2957,2007,1
2957,2385,1
2957,2508,1
2957,2542,1
2957,2603,3
2957,2629,1
2957,2658,1
2957,2676,1
2957,2683,1
2957,2715,1
2957,2725,1
2957,2847,1
2957,2851,6
2957,2967,2
2957,2982,1
2957,3135,1
2957,3140,1
2957,3253,1
2957,3290,1
2957,3640,2
2957,3741,2
2957,3759,1
2957,3833,1
2957,4088,1
2957,4148,1
2957,4168,1
2957,4183,1
2958,185,1
2958,253,1
2958,276,1
2958,281,1
2958,377,1
2958,551,2
2958,609,1
2958,671,1
2958,704,1
2958,707,1
2958,733,3
2958,743,1
2958,824,1
2958,948,1
2958,997,1
2958,1052,2
2958,1101,1
2958,1141,2
2958,1320,2
2958,1364,1
2958,1382,1
2958,1480,6
2958,1517,1
2958,1530,5
2958,1544,1
2958,1558,8
2958,1589,1
2958,1652,1
2958,1683,1
2958,1718,1
2958,1908,1
2958,2035,1
2958,2036,2
2958,2046,1
2958,2150,1
2958,2220,2
2958,2603,1
2958,2628,1
2958,2768,1
2958,2828,3
2958,3250,1
2958,3528,1
2958,3834,3
2958,3877,1
2958,4179,1
2958,4241,2
2959,377,3
2959,419,1
2959,436,1
2959,824,1
2959,838,1
2959,890,1
2959,891,1
2959,1035,1
2959,1120,1
2959,1455,1
2959,1480,1
2959,1518,1
2959,1530,1
2959,1718,1
2959,1752,2
2959,1837,1
2959,1963,3
2959,2046,1
2959,2094,1
2959,2184,1
2959,2194,1
2959,2300,1
2959,2466,1
2959,2561,1
2959,2603,2
2959,2810,1
2959,2962,1
2959,3118,1
2959,3237,1
2959,3240,1
2959,3349,1
2959,3403,1
2959,3426,1
2959,3625,2
2959,3787,1
2959,3871,3
2959,4005,1
2959,4038,2
2959,4179,1
2959,4282,1
2960,145,3
2960,185,1
2960,212,1
2960,233,1
2960,257,1
2960,275,2
2960,293,1
2960,319,1
2960,331,1
2960,450,2
2960,455,9
2960,477,2
2960,486,1
2960,500,1
2960,549,1
2960,568,1
2960,576,3
2960,607,1
2960,639,6
2960,656,1
2960,659,1
2960,667,1
2960,671,1
2960,704,4
2960,747,5
2960,840,1
2960,882,2
2960,892,3
2960,903,2
2960,930,1
2960,970,1
2960,1035,1
2960,1161,1
2960,1230,1
2960,1304,1
2960,1320,3
2960,1325,1
2960,1339,1
2960,1359,2
2960,1364,5
2960,1511,2
2960,1684,3
2960,1697,1
2960,1718,2
2960,1791,1
2960,1836,1
2960,1908,1
2960,1924,5
2960,1932,1
2960,2180,3
2960,2213,8
2960,2220,1
2960,2262,1
2960,2279,2
2960,2427,1
2960,2435,1
2960,2508,1
2960,2534,1
2960,2560,1
2960,2576,1
2960,2658,1
2960,2662,1
2960,2726,1
2960,2752,1
2960,2804,1
2960,2823,1
2960,2828,2
2960,2850,5
2960,2988,2
2960,3007,3
2960,3065,1
2960,3100,1
2960,3215,1
2960,3303,3
2960,3304,1
2960,3311,1
2960,3361,2
2960,3446,1
2960,3528,3
2960,3533,1
2960,3564,1
2960,3612,2
2960,3670,1
2960,3678,1
2960,3800,1
2960,3871,1
2960,3966,1
2960,4045,1
2960,4062,1
2960,4072,1
2960,4106,1
2960,4159,9
2960,4179,2
2960,4246,1
2961,171,1
2961,185,1
2961,228,1
2961,275,1
2961,363,1
2961,468,1
2961,473,1
2961,573,1
2961,717,2
2961,796,1
2961,805,2
2961,838,1
2961,903,4
2961,931,1
2961,970,1
2961,1001,2
2961,1076,1
2961,1320,1
2961,1435,1
2961,1637,1
2961,1641,1
2961,1651,1
2961,1697,2
2961,1755,1
2961,1764,1
2961,1780,2
2961,1860,1
2961,1961,2
2961,2154,1
2961,2209,1
2961,2287,1
2961,2351,1
2961,2606,2
2961,2656,1
2961,2683,1
2961,2769,2
2961,2775,1
2961,2823,3
2961,2827,2
2961,2840,1
2961,2850,1
2961,2967,1
2961,3065,1
2961,3167,1
2961,3214,1
2961,3297,5
2961,3313,1
2961,3465,1
2961,3504,1
2961,3695,1
2961,3736,1
2961,3765,1
2961,3788,1
2961,3952,1
2961,4060,2
2961,4098,3
2961,4136,1
2961,4179,1
2961,4185,1
2961,4261,1
2962,63,1
2962,129,1
2962,138,1
2962,179,1
2962,257,1
2962,319,1
2962,331,1
2962,450,2
2962,840,2
2962,881,1
2962,1209,1
2962,1230,1
2962,1320,3
2962,1495,2
2962,1622,1
2962,1739,1
2962,1755,1
2962,2042,1
2962,2139,1
2962,2254,1
2962,2292,1
2962,2487,1
2962,2847,2
2962,2903,1
2962,3178,1
2962,3466,2
2962,3871,1
2963,74,1
2963,142,1
2963,203,2
2963,331,1
2963,498,2
2963,551,1
2963,559,2
2963,607,2
2963,734,4
2963,743,2
2963,753,1
2963,784,1
2963,795,2
2963,838,1
2963,855,2
2963,1161,1
2963,1280,2
2963,1296,1
2963,1409,1
2963,1459,1
2963,1467,1
2963,1471,1
2963,1473,2
2963,1627,1
2963,1636,1
2963,1680,1
2963,1697,1
2963,1741,1
2963,1829,1
2963,2169,1
2963,2274,2
2963,2290,1
2963,2325,1
2963,2435,2
2963,2560,4
2963,2577,1
2963,2621,1
2963,2649,1
2963,2676,1
2963,2746,1
2963,2851,4
2963,2893,1
2963,2922,4
2963,2932,4
2963,3100,1
2963,3264,1
2963,3361,3
2963,3373,1
2963,3402,1
2963,3441,1
2963,3446,1
2963,3502,1
2963,3528,1
2963,3686,1
2963,3785,2
2963,3837,2
2963,3870,2
2963,3872,1
2963,3886,1
2963,3922,2
2963,3962,1
2964,203,1
2964,254,2
2964,281,1
2964,318,1
2964,331,1
2964,374,4
2964,377,1
2964,457,2
2964,482,1
2964,495,1
2964,498,1
2964,505,2
2964,539,1
2964,551,1
2964,559,4
2964,637,1
2964,671,1
2964,704,1
2964,734,2
2964,747,1
2964,753,1
2964,838,1
2964,855,7
2964,1010,1
2964,1033,2
2964,1122,1
2964,1161,1
2964,1279,3
2964,1280,1
2964,1358,1
2964,1369,1
2964,1372,1
2964,1385,2
2964,1517,2
2964,1538,3
2964,1557,1
2964,1558,2
2964,1637,1
2964,1710,4
2964,1748,1
2964,1836,1
2964,1891,1
2964,1910,1
2964,1914,3
2964,1995,1
2964,2002,1
2964,2074,1
2964,2145,1
2964,2184,1
2964,2245,1
2964,2250,1
2964,2274,2
2964,2290,1
2964,2291,1
2964,2379,1
2964,2385,1
2964,2397,1
2964,2399,1
2964,2435,1
2964,2471,1
2964,2506,1
2964,2554,1
2964,2577,4
2964,2589,1
2964,2645,2
2964,2688,1
2964,2721,1
2964,2725,1
2964,2744,1
2964,2749,2
2964,2778,1
2964,2820,4
2964,2823,2
2964,2851,3
2964,2860,1
2964,2871,3
2964,2876,1
2964,2932,1
2964,3009,2
2964,3018,1
2964,3100,2
2964,3150,1
2964,3168,1
2964,3229,1
2964,3245,1
2964,3264,4
2964,3292,2
2964,3333,2
2964,3349,1
2964,3425,2
2964,3467,1
2964,3528,4
2964,3531,2
2964,3549,1
2964,3610,1
2964,3651,2
2964,3671,1
2964,3823,1
2964,3832,1
2964,3870,1
2964,3922,1
2964,3947,1
2964,3966,1
2964,3990,1
2964,4072,1
2964,4087,4
2964,4093,1
2964,4130,1
2964,4179,1
2964,4214,1
2964,4252,1
2965,254,4
2965,281,1
2965,331,1
2965,374,4
2965,375,1
2965,377,1
2965,495,1
2965,502,1
2965,536,3
2965,559,1
2965,607,1
2965,637,1
2965,650,1
2965,663,1
2965,671,2
2965,679,1
2965,704,1
2965,747,1
2965,780,4
2965,839,1
2965,855,6
2965,887,1
2965,970,2
2965,1033,2
2965,1035,2
2965,1161,2
2965,1279,1
2965,1280,1
2965,1335,2
2965,1342,1
2965,1344,2
2965,1381,1
2965,1439,1
2965,1465,1
2965,1537,3
2965,1538,1
2965,1557,1
2965,1558,4
2965,1637,3
2965,1696,2
2965,1829,1
2965,1891,1
2965,2004,1
2965,2123,1
2965,2213,3
2965,2259,1
2965,2284,1
2965,2291,2
2965,2343,2
2965,2385,1
2965,2506,1
2965,2516,1
2965,2534,1
2965,2584,1
2965,2603,4
2965,2658,6
2965,2667,2
2965,2683,3
2965,2713,2
2965,2768,1
2965,2775,1
2965,2828,1
2965,2834,1
2965,2851,2
2965,2871,2
2965,2888,1
2965,2967,1
2965,3292,2
2965,3303,2
2965,3333,3
2965,3400,1
2965,3441,1
2965,3598,1
2965,3625,1
2965,3680,1
2965,3694,1
2965,3850,1
2965,3870,1
2965,3947,1
2965,3966,1
2965,3994,1
2965,4066,2
2965,4072,2
2965,4087,1
2965,4105,1
2965,4159,3
2965,4179,2
2965,4185,1
2965,4267,1
2965,4298,1
2966,145,2
2966,170,1
2966,220,1
2966,258,2
2966,276,1
2966,319,1
2966,324,1
2966,347,10
2966,390,2
2966,401,1
2966,439,1
2966,482,1
2966,512,1
2966,513,2
2966,523,1
2966,576,3
2966,621,2
2966,637,1
2966,676,2
2966,703,5
2966,748,1
2966,762,5
2966,802,1
2966,805,4
2966,849,1
2966,852,1
2966,986,1
2966,1020,1
2966,1035,2
2966,1092,1
2966,1173,1
2966,1256,1
2966,1313,1
2966,1337,1
2966,1362,1
2966,1364,2
2966,1439,2
2966,1487,1
2966,1636,1
2966,1670,1
2966,1711,3
2966,1718,5
2966,1757,3
2966,1805,8
2966,1825,1
2966,1827,1
2966,1908,2
2966,1959,1
2966,1963,1
2966,1994,3
2966,2013,1
2966,2109,1
2966,2110,1
2966,2139,6
2966,2145,1
2966,2347,5
2966,2411,2
2966,2427,2
2966,2516,3
2966,2520,1
2966,2606,3
2966,2630,1
2966,2632,11
2966,2659,1
2966,2661,2
2966,2691,1
2966,2778,1
2966,2823,4
2966,2828,1
2966,2840,1
2966,2851,2
2966,2907,1
2966,2918,3
2966,2923,8
2966,3018,2
2966,3072,1
2966,3098,2
2966,3156,1
2966,3245,2
2966,3270,2
2966,3423,1
2966,3530,1
2966,3535,1
2966,3574,1
2966,3644,1
2966,3858,1
2966,4060,3
2966,4246,2
2967,106,1
2967,138,6
2967,253,1
2967,281,1
2967,377,1
2967,396,1
2967,468,2
2967,551,1
2967,553,5
2967,671,2
2967,711,2
2967,774,1
2967,780,1
2967,799,1
2967,1108,1
2967,1134,1
2967,1197,2
2967,1269,3
2967,1348,1
2967,1481,1
2967,1519,1
2967,1680,1
2967,1692,1
2967,1710,1
2967,1713,1
2967,1780,1
2967,1809,1
2967,1886,1
2967,1998,1
2967,2003,1
2967,2110,1
2967,2293,2
2967,2319,1
2967,2378,1
2967,2391,1
2967,2544,1
2967,2619,2
2967,2627,1
2967,2659,1
2967,2740,1
2967,2744,1
2967,2851,3
2967,2963,1
2967,2991,2
2967,3054,1
2967,3169,1
2967,3189,1
2967,3190,1
2967,3191,1
2967,3311,1
2967,3349,1
2967,3432,1
2967,3446,1
2967,3470,1
2967,3619,1
2967,3627,1
2967,3685,1
2967,3741,1
2967,3775,1
2967,3823,1
2967,3830,1
2967,3966,2
2967,3979,1
2967,4101,1
2967,4158,1
2967,4166,1
2967,4179,1
2967,4198,2
2967,4220,1
2967,4224,1
2967,4298,3
2968,138,5
2968,158,1
2968,243,1
2968,257,1
2968,258,1
2968,337,1
2968,450,2
2968,578,1
2968,607,1
2968,639,1
2968,660,1
2968,711,2
2968,887,1
2968,933,2
2968,1108,1
2968,1165,1
2968,1230,2
2968,1233,1
2968,1273,2
2968,1304,1
2968,1466,1
2968,1725,1
2968,1809,1
2968,1825,1
2968,1908,1
2968,2220,1
2968,2286,3
2968,2365,1
2968,2471,1
2968,2589,1
2968,2603,2
2968,2619,3
2968,2627,1
2968,2744,1
2968,2847,1
2968,3226,1
2968,3278,1
2968,3287,1
2968,3290,1
2968,3403,1
2968,3533,1
2968,3727,1
2968,3871,1
2968,3946,1
2968,4179,1
2968,4298,1
2969,34,1
2969,106,1
2969,135,1
2969,138,3
2969,174,4
2969,182,1
2969,228,1
2969,253,3
2969,275,1
2969,278,1
2969,281,2
2969,304,1
2969,343,1
2969,361,1
2969,377,2
2969,390,1
2969,418,1
2969,427,1
2969,473,1
2969,551,2
2969,607,2
2969,659,1
2969,664,2
2969,733,2
2969,747,1
2969,827,4
2969,948,1
2969,1108,1
2969,1304,1
2969,1342,1
2969,1362,1
2969,1372,2
2969,1382,3
2969,1385,1
2969,1435,1
2969,1507,1
2969,1511,2
2969,1530,3
2969,1534,1
2969,1849,1
2969,2110,1
2969,2347,2
2969,2371,1
2969,2516,1
2969,2558,1
2969,2581,1
2969,2629,1
2969,2650,1
2969,2659,2
2969,2671,1
2969,2716,1
2969,2740,3
2969,2744,1
2969,2768,1
2969,2815,1
2969,2823,1
2969,2869,1
2969,2918,1
2969,2922,2
2969,3072,1
2969,3226,5
2969,3237,2
2969,3245,1
2969,3294,4
2969,3533,1
2969,3612,1
2969,3930,1
2969,3949,1
2969,3979,1
2969,4166,1
2969,4214,1
2969,4227,1
2969,4260,4
2969,4283,1
2969,4298,1
2970,18,1
2970,29,1
2970,41,1
2970,135,2
2970,138,6
2970,234,2
2970,253,1
2970,274,2
2970,277,1
2970,326,1
2970,377,1
2970,495,1
2970,504,3
2970,553,1
2970,587,1
2970,607,1
2970,616,1
2970,639,1
2970,733,1
2970,738,1
2970,748,1
2970,1108,1
2970,1222,3
2970,1304,2
2970,1342,1
2970,1503,1
2970,1530,1
2970,1702,1
2970,1825,1
2970,2005,1
2970,2036,2
2970,2069,3
2970,2435,1
2970,2518,1
2970,2659,2
2970,2697,1
2970,2781,1
2970,2828,1
2970,2851,1
2970,3163,1
2970,3214,1
2970,3237,1
2970,3403,1
2970,3518,1
2970,3570,1
2970,3574,1
2970,3620,1
2970,3659,2
2970,3727,2
2970,3875,1
2970,3887,1
2970,4080,1
2970,4224,1
2970,4254,1
2971,33,1
2971,93,2
2971,138,1
2971,220,1
2971,228,1
2971,258,3
2971,262,1
2971,274,3
2971,275,3
2971,303,1
2971,319,1
2971,324,1
2971,326,1
2971,343,3
2971,473,1
2971,482,1
2971,551,1
2971,569,9
2971,578,1
2971,639,10
2971,664,2
2971,697,2
2971,805,8
2971,839,1
2971,890,1
2971,913,1
2971,934,1
2971,963,1
2971,970,1
2971,1046,2
2971,1092,1
2971,1154,1
2971,1256,1
2971,1304,1
2971,1372,1
2971,1530,1
2971,1683,1
2971,1755,1
2971,1829,3
2971,2052,1
2971,2109,1
2971,2220,1
2971,2237,1
2971,2509,1
2971,2516,1
2971,2676,1
2971,2769,1
2971,2820,2
2971,2823,8
2971,2904,1
2971,3033,1
2971,3037,1
2971,3156,2
2971,3221,1
2971,3270,1
2971,3344,1
2971,3541,1
2971,3574,1
2971,3607,1
2971,3620,3
2971,3626,1
2971,3655,1
2971,3670,1
2971,3683,1
2971,3736,2
2971,3748,1
2971,3858,1
2971,3934,1
2971,4060,1
2971,4098,1
2971,4300,1
2972,29,1
2972,91,1
2972,138,1
2972,144,1
2972,153,1
2972,280,1
2972,477,3
2972,568,1
2972,697,1
2972,992,2
2972,1250,3
2972,1277,1
2972,1459,4
2972,1739,1
2972,1849,1
2972,1908,1
2972,2045,1
2972,2220,1
2972,2549,1
2972,2805,1
2972,2823,1
2972,2851,3
2972,2932,1
2972,3047,2
2972,3720,3
2972,3727,1
2972,3936,1
2972,3966,1
2972,4137,1
2972,4142,1
2973,26,1
2973,118,1
2973,142,3
2973,143,1
2973,155,1
2973,158,1
2973,203,1
2973,220,1
2973,255,3
2973,257,2
2973,274,2
2973,315,1
2973,319,2
2973,473,1
2973,616,1
2973,639,7
2973,659,1
2973,697,1
2973,733,1
2973,762,1
2973,780,1
2973,784,1
2973,873,2
2973,881,2
2973,970,2
2973,1096,1
2973,1131,1
2973,1198,1
2973,1199,3
2973,1230,1
2973,1287,1
2973,1315,1
2973,1377,1
2973,1466,1
2973,1530,2
2973,1532,1
2973,1582,1
2973,1698,1
2973,1710,1
2973,1829,2
2973,1998,3
2973,2110,1
2973,2139,2
2973,2413,1
2973,2522,1
2973,2557,1
2973,2704,1
2973,2722,1
2973,2814,2
2973,2829,2
2973,2834,1
2973,2847,1
2973,2918,2
2973,3018,1
2973,3215,1
2973,3222,1
2973,3226,3
2973,3313,1
2973,3343,1
2973,3351,1
2973,3364,1
2973,3372,1
2973,3571,1
2973,3602,1
2973,3685,2
2973,3800,1
2973,3851,2
2973,3918,1
2973,4098,2
2973,4179,1
2973,4227,1
2973,4298,1
2974,86,1
2974,127,1
2974,142,1
2974,143,4
2974,155,2
2974,192,1
2974,244,1
2974,254,2
2974,326,1
2974,329,1
2974,363,1
2974,380,1
2974,384,2
2974,408,1
2974,455,1
2974,476,2
2974,541,1
2974,569,3
2974,576,1
2974,587,1
2974,622,1
2974,639,1
2974,641,1
2974,805,1
2974,863,1
2974,1134,7
2974,1162,1
2974,1208,2
2974,1212,1
2974,1230,2
2974,1269,1
2974,1280,1
2974,1319,1
2974,1415,1
2974,1473,2
2974,1487,1
2974,1599,1
2974,1677,1
2974,1679,1
2974,1739,1
2974,1830,1
2974,1879,1
2974,1883,1
2974,1922,1
2974,2063,1
2974,2074,1
2974,2110,1
2974,2135,1
2974,2152,1
2974,2156,1
2974,2188,1
2974,2224,1
2974,2233,2
2974,2362,1
2974,2420,1
2974,2501,1
2974,2645,1
2974,2688,1
2974,2722,1
2974,2735,1
2974,2761,1
2974,2823,1
2974,2847,2
2974,2962,3
2974,2966,1
2974,2971,1
2974,2978,1
2974,3037,1
2974,3102,1
2974,3131,1
2974,3229,1
2974,3282,1
2974,3347,1
2974,3704,1
2974,3795,1
2974,3823,2
2974,3833,1
2974,3834,1
2974,3856,1
2974,4077,1
2974,4087,4
2974,4126,1
2974,4159,1
2974,4172,1
2974,4186,1
2974,4213,5
2974,4232,1
2974,4233,1
2974,4270,1
2974,4272,2
2975,2,1
2975,61,1
2975,143,13
2975,155,1
2975,185,1
2975,257,1
2975,273,12
2975,275,1
2975,319,3
2975,366,1
2975,401,1
2975,455,2
2975,468,1
2975,473,2
2975,498,1
2975,576,1
2975,671,4
2975,805,1
2975,957,4
2975,993,1
2975,1035,2
2975,1045,2
2975,1118,1
2975,1134,9
2975,1208,2
2975,1230,3
2975,1335,1
2975,1372,3
2975,1381,1
2975,1385,2
2975,1473,4
2975,1487,1
2975,1573,1
2975,1634,2
2975,1669,3
2975,1697,1
2975,1718,1
2975,1780,1
2975,1811,3
2975,1886,1
2975,1908,1
2975,1922,1
2975,1932,1
2975,1991,2
2975,2109,1
2975,2110,1
2975,2144,1
2975,2202,1
2975,2220,1
2975,2411,1
2975,2527,1
2975,2534,1
2975,2659,9
2975,2735,1
2975,2740,1
2975,2741,1
2975,2778,1
2975,2823,1
2975,2847,2
2975,2853,1
2975,2866,1
2975,2946,1
2975,2963,1
2975,2970,3
2975,3130,2
2975,3270,1
2975,3442,1
2975,3446,2
2975,3475,2
2975,3506,1
2975,3528,1
2975,3741,2
2975,3753,1
2975,3760,1
2975,3851,1
2975,3923,1
2975,3992,1
2975,4019,1
2975,4047,1
2975,4060,1
2975,4101,1
2975,4141,4
2975,4196,1
2975,4213,2
2976,25,2
2976,143,12
2976,198,1
2976,220,2
2976,257,1
2976,273,9
2976,319,7
2976,360,1
2976,384,1
2976,455,2
2976,498,7
2976,551,1
2976,576,3
2976,584,2
2976,607,1
2976,613,1
2976,664,2
2976,671,2
2976,675,1
2976,805,1
2976,852,2
2976,957,2
2976,1030,1
2976,1045,6
2976,1076,1
2976,1092,1
2976,1134,6
2976,1199,1
2976,1230,2
2976,1269,2
2976,1314,1
2976,1338,1
2976,1372,1
2976,1381,5
2976,1426,1
2976,1561,1
2976,1580,1
2976,1597,1
2976,1669,1
2976,1691,1
2976,1696,1
2976,1702,1
2976,1740,1
2976,1908,1
2976,1922,1
2976,2089,1
2976,2109,3
2976,2110,5
2976,2139,1
2976,2320,1
2976,2435,1
2976,2480,1
2976,2659,13
2976,2721,1
2976,2725,3
2976,2823,1
2976,2847,4
2976,2923,1
2976,2925,1
2976,2970,2
2976,3130,7
2976,3178,2
2976,3423,1
2976,3523,1
2976,3530,3
2976,3531,1
2976,3992,1
2976,4060,1
2976,4141,1
2976,4213,1
2976,4272,1
2977,61,1
2977,258,1
2977,274,1
2977,293,1
2977,319,1
2977,324,1
2977,567,1
2977,639,1
2977,667,1
2977,704,1
2977,739,3
2977,957,1
2977,1045,3
2977,1293,1
2977,1495,1
2977,2560,1
2977,2615,1
2977,2659,1
2977,2804,1
2977,2847,2
2977,3270,1
2977,3383,1
2977,3388,1
2977,3858,2
2977,3941,2
2977,4062,1
2978,106,1
2978,143,8
2978,254,1
2978,257,1
2978,273,8
2978,459,1
2978,473,1
2978,482,1
2978,540,1
2978,671,1
2978,890,1
2978,913,1
2978,1010,1
2978,1141,1
2978,1230,1
2978,1269,3
2978,1295,1
2978,1304,1
2978,1314,1
2978,1372,1
2978,1696,1
2978,1756,1
2978,2109,1
2978,2427,1
2978,2523,3
2978,2558,2
2978,2614,1
2978,2659,5
2978,2725,1
2978,2814,1
2978,2847,3
2978,2970,2
2978,3090,1
2978,3148,1
2978,3207,2
2978,3783,1
2978,3947,1
2978,4141,2
2979,142,1
2979,143,8
2979,155,1
2979,225,2
2979,257,2
2979,281,1
2979,308,2
2979,318,1
2979,319,3
2979,360,1
2979,384,1
2979,441,1
2979,446,1
2979,458,1
2979,459,4
2979,495,1
2979,513,1
2979,587,1
2979,630,1
2979,639,3
2979,739,1
2979,743,2
2979,814,1
2979,881,3
2979,882,1
2979,943,1
2979,1001,4
2979,1011,1
2979,1017,2
2979,1076,1
2979,1130,1
2979,1134,1
2979,1187,2
2979,1189,1
2979,1258,1
2979,1295,1
2979,1364,1
2979,1445,1
2979,1511,1
2979,1582,1
2979,1616,1
2979,1780,1
2979,1792,1
2979,1853,3
2979,1908,2
2979,1932,1
2979,2159,3
2979,2184,1
2979,2220,1
2979,2262,1
2979,2365,1
2979,2413,1
2979,2571,1
2979,2614,2
2979,2659,1
2979,2734,1
2979,2758,1
2979,2829,1
2979,2847,1
2979,2851,2
2979,2918,1
2979,2970,2
2979,2971,1
2979,3022,1
2979,3071,1
2979,3333,1
2979,3365,1
2979,3388,2
2979,3522,1
2979,3584,1
2979,3623,1
2979,3647,1
2979,3727,1
2979,3753,1
2979,3842,1
2979,4020,1
2979,4060,1
2979,4187,1
2980,203,1
2980,257,1
2980,258,1
2980,304,2
2980,319,1
2980,337,1
2980,495,1
2980,578,1
2980,639,5
2980,881,3
2980,926,1
2980,1175,2
2980,1455,1
2980,1511,1
2980,1627,1
2980,1698,1
2980,1742,2
2980,1752,1
2980,1822,1
2980,1969,1
2980,2139,1
2980,2258,1
2980,2301,1
2980,2435,1
2980,2560,1
2980,2716,1
2980,2851,1
2980,2918,1
2980,4079,1
2980,4106,1
2981,26,1
2981,129,1
2981,220,1
2981,254,1
2981,255,1
2981,257,1
2981,273,8
2981,274,1
2981,275,1
2981,277,2
2981,303,1
2981,319,2
2981,343,1
2981,446,2
2981,455,2
2981,473,2
2981,482,1
2981,551,1
2981,578,5
2981,704,1
2981,805,1
2981,813,1
2981,1199,1
2981,1230,1
2981,1269,2
2981,1304,5
2981,1320,1
2981,1340,1
2981,1372,2
2981,1446,1
2981,1582,1
2981,1669,2
2981,1891,1
2981,2109,2
2981,2110,1
2981,2131,1
2981,2159,2
2981,2167,1
2981,2182,1
2981,2213,1
2981,2220,3
2981,2249,1
2981,2250,1
2981,2378,5
2981,2500,2
2981,2526,1
2981,2551,1
2981,2603,1
2981,2659,6
2981,2697,1
2981,2746,1
2981,2820,3
2981,2823,2
2981,2847,3
2981,2923,1
2981,2955,1
2981,2986,1
2981,2988,1
2981,3070,1
2981,3178,1
2981,3270,2
2981,3313,3
2981,3466,2
2981,3528,2
2981,3620,1
2981,3625,1
2981,3672,1
2981,3736,2
2981,3814,1
2981,3867,1
2981,3879,2
2981,3966,2
2981,4117,2
2981,4159,1
2981,4188,1
2982,390,3
2982,448,1
2982,495,1
2982,676,3
2982,762,3
2982,805,3
2982,963,1
2982,1213,1
2982,1258,1
2982,1680,1
2982,2213,1
